path,sha256,kind,api_version,namespace,name,parse_status,parse_error,spec_keys,test_nodes,risk_flags,shape_issues,placeholder_count
raw_yaml\DNSChaos\ba73da2f2e98562d9b8aad0f.yaml,f5e16862608390cd6b106fa56129e3e8f8af7c3e9d6f7f3d96d30fcabeacdf2f,DNSChaos,chaos-mesh.org/v1alpha1,chaos-demo,dns-latency-experiment,valid_map,,"[""action"", ""delay"", ""duration"", ""mode"", ""selector""]","[""dns_delay"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\DNSChaos\baa3529538fa378f994ccc6d.yaml,d10ab0b8c50df364bef9d90985c4f7b8c89630d12dd91b9e0eade954e1fe1468,DNSChaos,chaos-mesh.org/v1alpha1,tidb1369682775200136354,dns-error,valid_map,,"[""action"", ""mode"", ""patterns"", ""selector"", ""value""]","[""dns_error"", ""selector""]",[],[],0
raw_yaml\DNSChaos\c0d4cedf4671ff7f2dc519c8.yaml,e721220a6a937839390d5e39a6bf9daf61e79c8f16e3550ff31685a3c8ba9b4e,DNSChaos,chaos-mesh.org/v1alpha1,chaos-testing,dns-failure-netflix,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""dns_error"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\DNSChaos\c399805f2d2c163b8a0f3d3d.yaml,b7805968570bbcd892bc5d2857c5531c79872e1a906410c911f5fcb44bb72666,DNSChaos,chaos-mesh.org/v1alpha1,vibe-coding,APP_LABEL-f15-dns-fail,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""dns_error"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\DNSChaos\c878b3e6bc2fff1fe55b9921.yaml,d48b193506f33b7a50574521da4e3219467a0b6e93816800d1a4f6ea137ccbc5,DNSChaos,chaos-mesh.org/v1alpha1,chaos-mesh,dns-chaos-random,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""dns_random"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\DNSChaos\c9162005f1ee73b161ac05ea.yaml,f4500cd13442587cb1eb525878d6a563b6f63fa74a688889ad874a9b87620ebe,DNSChaos,chaos-mesh.org/v1alpha1,chaos-testing,dns-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""patterns"", ""selector""]","[""dns_error"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\DNSChaos\ca8ac832fc598eaa61acf5f1.yaml,339f8590e0099a87e197634b9ef377ff05cb6fcd128e8fb1ac50e5a2497613f1,DNSChaos,chaos-mesh.org/v1alpha1,staging,dns-random-chaos,valid_map,,"[""action"", ""duration"", ""mode"", ""patterns"", ""selector""]","[""dns_random"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\DNSChaos\ce5970a71a57aa4f8cf342eb.yaml,24b1dfb0686ce958404ec85d416ea127b8d976e457751a4969eca15cbf7045d4,DNSChaos,chaos-mesh.org/v1alpha1,chaos-testing,dns-chaos-example,valid_map,,"[""action"", ""mode"", ""patterns"", ""selector""]","[""dns_error"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\DNSChaos\cefb9295cf786f2c231b92df.yaml,22b78b4c68c3097135c9de65d4f302a9b5c6fcca1cc0818cfbaf7ead7d88825c,DNSChaos,chaos-mesh.org/v1alpha1,chaos-testing,dns-random-domain,valid_map,,"[""action"", ""duration"", ""mode"", ""patterns"", ""selector""]","[""dns_random"", ""selector""]",[],[],0
raw_yaml\DNSChaos\cfb9d073524ef1b92b0d4f93.yaml,ca0189c3dcd8eeedf94faf59c777c0810a0934662daf81ab42397d8e263c14f1,DNSChaos,chaos-mesh.org/v1alpha1,chaos-mesh,preserve-dns-no-order,valid_map,,"[""action"", ""mode"", ""patterns"", ""selector""]","[""dns_error"", ""selector""]",[],[],0
raw_yaml\DNSChaos\d0355e7d16d1ef444a01e210.yaml,55a2fd4f8d57884242f006fd9c126c37e7a3af3ed60ff8530d9410ed47deabfd,DNSChaos,chaos-mesh.org/v1alpha1,chaos-mesh,mssql-primary-dns-error,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""dns_error"", ""selector""]","[""cloud_instance""]",[],0
raw_yaml\DNSChaos\d33689d8a4e18642bf95e682.yaml,5c6e566a660c79a042b12d6a1bc36a28d5fb6344ce55b69b577cbcad27127c38,DNSChaos,chaos-mesh.org/v1alpha1,chaos-mesh,{},valid_map,,"[""action"", ""duration"", ""mode"", ""patterns"", ""selector""]","[""dns_random"", ""selector""]","[""namespace_or_selector_blast_radius""]","[""metadata_name_not_string"", ""selector_label_value_not_string"", ""selector_namespaces_not_string_list"", ""spec_duration_not_string""]",0
raw_yaml\DNSChaos\d6443e522b2796c6d4ce924e.yaml,6e61383089cc06d1439b5233034e15288b967519d9a2d6be861e9efd29e15116,DNSChaos,chaos-mesh.org/v1alpha1,synaxis,dns-failure-experiment,valid_map,,"[""action"", ""duration"", ""mode"", ""scheduler"", ""selector""]","[""dns_random"", ""selector""]","[""namespace_or_selector_blast_radius"", ""temporal_or_composite""]",[],0
raw_yaml\DNSChaos\db33843356a6c0dbde6cc0c1.yaml,6db6ceeff6e3541ab5d3e86495b60ec7e577ee4700845699cb6512a242809ff2,DNSChaos,chaos-mesh.org/v1alpha1,epic8-prod,epic8-dns-chaos-test,valid_map,,"[""action"", ""duration"", ""mode"", ""patterns"", ""selector""]","[""dns_error"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\DNSChaos\ddc59d94897d76e556105a06.yaml,1a1d87582cbd0cf68bb6dd003cc74ea3288c9bd855b4908bb75851399af94928,DNSChaos,chaos-mesh.org/v1alpha1,default,dns-error-experiment,valid_map,,"[""action"", ""duration"", ""mode"", ""patterns"", ""selector""]","[""dns_error"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\DNSChaos\deb4f9ff8ae7eb7716219f20.yaml,e31cfb7be3bde22f9b45ba44d603d033167600d419f4de5fff36d3fa3a7a00a2,DNSChaos,chaos-mesh.org/v1alpha1,chaos-mesh,otel-demo-dns-outage-checkout,valid_map,,"[""action"", ""duration"", ""mode"", ""patterns"", ""selector""]","[""dns_error"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\DNSChaos\df47f74622e83dae9a5f8163.yaml,4a1f75cf179fe177d12759d7c83f8d1f82f41b8166b5db3903b7fd7467527d96,DNSChaos,chaos-mesh.org/v1alpha1,chaos-testing,dns-random-notification,valid_map,,"[""action"", ""duration"", ""mode"", ""patterns"", ""selector""]","[""dns_random"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\DNSChaos\e0937a078b6c6e20c045e9ee.yaml,82ad4ac6dbaeefd71d6a1faf29f1959338a84cd27ab2ac4ee23f27da46fcac90,DNSChaos,chaos-mesh.org/v1alpha1,chaos-mesh,mssql-dns-error-short,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""dns_error"", ""selector""]","[""cloud_instance""]",[],0
raw_yaml\DNSChaos\e0bad1928a444a5a440d8d18.yaml,3f28f1a3fdd9798a91a0688e68884f1e36038b569ff6d09f9326bb9e74fb6579,DNSChaos,chaos-mesh.org/v1alpha1,chaos-testing,dns-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""patterns"", ""scheduler"", ""selector"", ""value""]","[""dns_error"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\DNSChaos\eb78f2c5db1129dcc4ae50dc.yaml,e13180cbd217bf27e5a6ba5a978ef33714406de39e5bf38bcd96ccc37826eae5,DNSChaos,chaos-mesh.org/v1alpha1,,dns-chaos,valid_map,,"[""action"", ""duration"", ""mode"", ""patterns"", ""selector""]","[""dns_error"", ""selector""]",[],[],0
raw_yaml\DNSChaos\ed3e04c30d66754573bf016a.yaml,634476bc4fbdef24f92d5d80eb50fd8260c0715c25a164c32f3659e016bf782c,DNSChaos,chaos-mesh.org/v1alpha1,qbitel,dns-chaos-experiment,valid_map,,"[""action"", ""duration"", ""mode"", ""patterns"", ""selector""]","[""dns_error"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\DNSChaos\f51a8fce731559df3844cc96.yaml,5f1e244d6963c29bdf8b2912e4ec407efa2ec6589bd78d1ed62a902c02d033a8,DNSChaos,chaos-mesh.org/v1alpha1,chaos-testing,dns-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""patterns"", ""selector""]","[""dns_error"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\DNSChaos\f93b323c92faddbc1ef42f38.yaml,dca0d741ce90be9a2a0cb70d72bd653406aa0c01940a2541f8b211f41182ba41,DNSChaos,chaos-mesh.org/v1alpha1,chaos-mesh,mssql-dns-random,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""dns_random"", ""selector""]","[""cloud_instance""]",[],0
raw_yaml\DNSChaos\fd8bb9b1a47cd0ccefbcab5d.yaml,d6ba42f692fea801c898d09f660319ab70c0cd5f7ed69316409f5fc72306cdd5,DNSChaos,chaos-mesh.org/v1alpha1,a2a-chaos,a2a-dns-failure,valid_map,,"[""action"", ""duration"", ""mode"", ""selector""]","[""dns_error"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\DNSChaos\fe9262fb22e0f2e5c11bfffa.yaml,b485003e6d3e7bbf8cd466062e2ea56ff03ed158c04891bd898cd081bddafdd0,DNSChaos,chaos-mesh.org/v1alpha1,,dns-error-serial,valid_map,,"[""action"", ""duration"", ""mode"", ""patterns"", ""selector""]","[""dns_error"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\GCPChaos\6d83b97a353cee97036946c5.yaml,66eee0ec557081df2b754e2d19f7f431513b0efca5b1725ec9c5f7dd067f767b,GCPChaos,chaos-mesh.org/v1alpha1,chaos-mesh,node-reset-example,valid_map,,"[""action"", ""duration"", ""instance"", ""project"", ""secretName"", ""zone""]","[""gcpchaos""]","[""cloud_instance"", ""secret_reference""]",[],0
raw_yaml\GCPChaos\79da1ab6ba0cba8b651f99c9.yaml,358aecca555df5140c84f2aba5d9f0ca5124759b8112748113fd312bab689182,GCPChaos,chaos-mesh.org/v1alpha1,chaos-mesh,node-stop-example,valid_map,,"[""action"", ""duration"", ""instance"", ""project"", ""secretName"", ""zone""]","[""gcpchaos""]","[""cloud_instance"", ""secret_reference""]",[],0
raw_yaml\GCPChaos\cc1111584129ffaa3b9aae45.yaml,766b756154bbd67138d71e787df928112ed8c07dc8bbcccd42023444e118d9a1,GCPChaos,chaos-mesh.org/v1alpha1,default,,valid_map,,"[""action"", ""duration"", ""instance"", ""project"", ""secretName"", ""zone""]","[""gcpchaos""]","[""cloud_instance"", ""placeholder"", ""secret_reference""]",[],4
raw_yaml\GCPChaos\d27d8446ff553182c687d644.yaml,73cf3f20706ba13cb8a8b1284a572a430af3531abed450fcf7c466dc5dda7a5d,GCPChaos,chaos-mesh.org/v1alpha1,chaos-mesh,disk-loss-example,valid_map,,"[""action"", ""deviceNames"", ""duration"", ""instance"", ""project"", ""secretName"", ""zone""]","[""gcpchaos""]","[""cloud_instance"", ""host_device"", ""secret_reference""]",[],0
raw_yaml\HTTPChaos\00560a1d3a6201fd8e26a3cd.yaml,d18de7269b049e9acaf7074113e978e5b2f3634bc6b3317a3760325836ede1df,HTTPChaos,chaos-mesh.org/v1alpha1,load-testing,api-gateway-chaos,valid_map,,"[""abort"", ""duration"", ""method"", ""mode"", ""path"", ""port"", ""scheduler"", ""selector"", ""target""]","[""http_abort"", ""selector""]","[""namespace_or_selector_blast_radius"", ""temporal_or_composite""]",[],0
raw_yaml\HTTPChaos\038135d16a173f81cc9c2b27.yaml,18a8e14cfd311427ddaa7de6be3765aad6b963570699666ac4ae66456d092fdd,HTTPChaos,chaos-mesh.org/v1alpha1,chaos-demo,http-header-modify,valid_map,,"[""duration"", ""mode"", ""port"", ""replace"", ""selector"", ""target""]","[""http_replace_response"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\HTTPChaos\06d4c4e75b2b80dc1a6c5864.yaml,e5caa09207055240db5c868a5da69738d3463f85c16a766fd944c5142b0ea73e,HTTPChaos,chaos-mesh.org/v1alpha1,chaos-system,http-failure-test,valid_map,,"[""abort"", ""delay"", ""duration"", ""method"", ""mode"", ""path"", ""port"", ""replace"", ""scheduler"", ""selector"", ""target""]","[""http_abort"", ""http_delay"", ""http_replace_response"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\HTTPChaos\095d107d1ce06e1ba16ec7bc.yaml,0fd5c1b2a54158c2ed4271b37a94ec23c0cf5babbcdf5607fa3846a09d1f5af2,HTTPChaos,chaos-mesh.org/v1alpha1,vibe-coding,insurance-check-skill-f03-upstream-fail,valid_map,,"[""duration"", ""mode"", ""path"", ""port"", ""replace"", ""selector"", ""target""]","[""http_replace_response"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\HTTPChaos\0c1b5d0f6bd02f455c250a2d.yaml,c0bbb246285e91549ae38dc94eb232c40760b125f037e52aa930278d5700f897,HTTPChaos,chaos-mesh.org/v1alpha1,chaos-testing,service-latency-inject,valid_map,,"[""action"", ""delay"", ""duration"", ""methods"", ""mode"", ""path"", ""percent"", ""port"", ""selector"", ""target""]","[""http_delay"", ""selector""]",[],[],0
raw_yaml\HTTPChaos\0c829ea120dd0d3a6ae14386.yaml,952a670d22ce551801a574dc08631038ebfcf916140dd12cbc70788045fbfa37,HTTPChaos,chaos-mesh.org/v1alpha1,train-ticket,travel-http-code,valid_map,,"[""duration"", ""mode"", ""path"", ""port"", ""replace"", ""selector"", ""target""]","[""http_replace_response"", ""selector""]","[""train_ticket_target""]",[],0
raw_yaml\HTTPChaos\0edf0d330242a9491ee1937a.yaml,f51a7bd381d639cb72531c117f3444f14fd8119916f8948132c7d67f694556ae,HTTPChaos,chaos-mesh.org/v1alpha1,train-ticket,order-other-http-code,valid_map,,"[""duration"", ""mode"", ""path"", ""port"", ""replace"", ""selector"", ""target""]","[""http_replace_response"", ""selector""]","[""train_ticket_target""]",[],0
raw_yaml\HTTPChaos\0fbb7aae103c823b87fc01b4.yaml,a05708955ceee8592bb56bb7a3a79d29c16c7a2f3403b99bdc5ac97ffe693e0f,HTTPChaos,chaos-mesh.org/v1alpha1,chaos-testing,cross-tenant-api-denial,valid_map,,"[""abort"", ""duration"", ""method"", ""mode"", ""path"", ""port"", ""scheduler"", ""selector"", ""target""]","[""http_abort"", ""selector""]","[""namespace_or_selector_blast_radius"", ""temporal_or_composite""]",[],0
raw_yaml\HTTPChaos\0ffa35e46749cdc6729d256c.yaml,4a4a25da14003b84e22d5e0b4e5b0c4f3dc23962ef24725082c59810fd178ab6,HTTPChaos,chaos-mesh.org/v1alpha1,elevatediq-production,http-abort-chaos,valid_map,,"[""abort"", ""duration"", ""method"", ""mode"", ""path"", ""percent"", ""port"", ""selector"", ""target""]","[""http_abort"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\HTTPChaos\16ef2ab544e4b5f44d8c556b.yaml,2a3880817c74321f5e4f178bb0fb03f8547bc6cd3e827d9d2b6183b4b76e39b1,HTTPChaos,chaos-mesh.org/v1alpha1,his-hope,grpc-delay-pharmacy,valid_map,,"[""delay"", ""duration"", ""mode"", ""percentage"", ""port"", ""scheduler"", ""selector"", ""target""]","[""http_delay"", ""selector""]","[""namespace_or_selector_blast_radius"", ""temporal_or_composite""]",[],0
raw_yaml\HTTPChaos\174be33c8ce537a26725c641.yaml,d1effc6ba5072f1b1896214e11da6d7c1ff7a8a16aebade452d5cb3f134fa227,HTTPChaos,chaos-mesh.org/v1alpha1,,paymentservice-partial-failure,valid_map,,"[""abort"", ""duration"", ""method"", ""mode"", ""port"", ""selector"", ""target"", ""value""]","[""http_abort"", ""selector""]",[],[],0
raw_yaml\HTTPChaos\1a7d2ca885ecadc2c4ca72e2.yaml,484001681783ce4263542c719c56ce61c7dfcf8b11c003475299e36ddba78ffc,HTTPChaos,chaos-mesh.org/v1alpha1,default,http-delay-experiment,valid_map,,"[""delay"", ""duration"", ""mode"", ""path"", ""port"", ""selector"", ""target""]","[""http_delay"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\HTTPChaos\1a9fe57815d59746f4b25120.yaml,42ac1f10869849e292c00e4ecc2339728b96cc3e40cf02388cac50a63ad0f2ab,HTTPChaos,chaos-mesh.org/v1alpha1,schema-registry,schema-registry-error,valid_map,,"[""duration"", ""method"", ""mode"", ""path"", ""port"", ""replace"", ""selector"", ""target""]","[""http_replace_response"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\HTTPChaos\1ce59ebc41e6beccd196e7b8.yaml,2ee5de1b30e7f06dd7cc015e2c7ec2dd69973d7911c2560d82d57eb9577f9dd1,HTTPChaos,chaos-mesh.org/v1alpha1,vibe-coding,webhook-fanout-f03-upstream-fail,valid_map,,"[""duration"", ""mode"", ""path"", ""port"", ""replace"", ""selector"", ""target""]","[""http_replace_response"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\HTTPChaos\20d849d2f9f3010388561d1b.yaml,4952d807a983e9d572ff9ebbf1e0932df2cc6880fb383a5a9a499b9db2d42412,HTTPChaos,chaos-mesh.org/v1alpha1,train-ticket,basic-http-code,valid_map,,"[""duration"", ""mode"", ""path"", ""port"", ""replace"", ""selector"", ""target""]","[""http_replace_response"", ""selector""]","[""train_ticket_target""]",[],0
raw_yaml\HTTPChaos\23ce50d726b6361c189fd1fe.yaml,a03ff5f97a3349ec5a7e3a6107a50ff91bf57f6b498f216b0fd7353920d9e666,HTTPChaos,chaos-mesh.org/v1alpha1,quickpizza,recommendation-http-latency,valid_map,,"[""delay"", ""duration"", ""mode"", ""path"", ""port"", ""selector"", ""target""]","[""http_delay"", ""selector""]","[""cloud_instance""]",[],0
raw_yaml\HTTPChaos\2873d38e851c9e6ac94b979c.yaml,d6905e4df639adf91d669ab64e29ada98da35b4e0e5052056902fd25795a7208,HTTPChaos,chaos-mesh.org/v1alpha1,ns-chaos-ipa-test-application,abort-http-chaos,valid_map,,"[""abort"", ""duration"", ""mode"", ""path"", ""port"", ""selector"", ""target""]","[""http_abort"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\HTTPChaos\2f69884172a89600099d60c8.yaml,eeb2911d2178f32d390bfe75172928e52870c36168d2b448abf620f1ee8083cc,HTTPChaos,chaos-mesh.org/v1alpha1,microservices,http-500-product-service,valid_map,,"[""abort"", ""code"", ""duration"", ""method"", ""mode"", ""path"", ""port"", ""selector"", ""target""]","[""http_fault_unspecified"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\HTTPChaos\2f985456e8425690d530c95e.yaml,5da2679c648d7bf72b1c68c7f95b6f48c3ce6f3a91980361cc65a0c9a09ecbf3,HTTPChaos,chaos-mesh.org/v1alpha1,chaos-demo,http-response-body-modify,valid_map,,"[""duration"", ""method"", ""mode"", ""path"", ""port"", ""replace"", ""selector"", ""target""]","[""http_replace_response"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\HTTPChaos\30950ed5a4aa0471338de6b5.yaml,1955e56152ba32a235d6211df17b76aa37c12dcac7078ffb88d88e0ec5a6e436,HTTPChaos,chaos-mesh.org/v1alpha1,chaos-mesh,api-gateway-503-injection,valid_map,,"[""abort"", ""delay"", ""duration"", ""mode"", ""path"", ""percent"", ""port"", ""replace"", ""selector"", ""target""]","[""http_delay"", ""http_replace_response"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\HTTPChaos\310c7860f4ce2841f092e994.yaml,d1b289f3b94f584fa93ffd87498cbed2817fc8a1a61e425d11d4facf076cddbe,HTTPChaos,chaos-mesh.org/v1alpha1,chaos-testing,service-mixed-errors,valid_map,,"[""abortPercent"", ""action"", ""delay"", ""duration"", ""mode"", ""percent"", ""port"", ""selector"", ""target""]","[""http_delay"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\HTTPChaos\3369c98f36dbdf315c91ff9f.yaml,68652e12148657b1d6b408a8a6fbb3887e3b01e9fe4cd0f433c71c049f09200a,HTTPChaos,chaos-mesh.org/v1alpha1,chaos-mesh,http-abort-experiment,valid_map,,"[""abort"", ""duration"", ""method"", ""mode"", ""path"", ""port"", ""selector"", ""target"", ""value""]","[""http_abort"", ""selector""]",[],[],0
raw_yaml\HTTPChaos\357ba791a6acb05f5fa1646d.yaml,d8db424d84da380d48d30b4fa17dd1812824a36526c18d07b7118a4aab8d2e1d,HTTPChaos,chaos-mesh.org/v1alpha1,chaos-mesh,http-delay-ts-route,valid_map,,"[""delay"", ""duration"", ""mode"", ""port"", ""selector"", ""target""]","[""http_delay"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\HTTPChaos\36a5910d11a10f0d76c22762.yaml,d47b0b2512a36248312b7fc864821f3aca2ef344828c934faab0f506ae064706,HTTPChaos,chaos-mesh.org/v1alpha1,train-ticket,order-http-outbound,valid_map,,"[""delay"", ""duration"", ""mode"", ""path"", ""port"", ""selector"", ""target""]","[""http_delay"", ""selector""]","[""train_ticket_target""]",[],0
raw_yaml\HTTPChaos\36aed033532062b220f0ce92.yaml,569da1093478e3855e34abf190b78e6f09477f07bb723f77843f20004bd05d9e,HTTPChaos,chaos-mesh.org/v1alpha1,load-testing,api-response-delay,valid_map,,"[""delay"", ""duration"", ""mode"", ""port"", ""selector"", ""target"", ""value""]","[""http_delay"", ""selector""]",[],[],0
raw_yaml\HTTPChaos\37e4058cc266a7d7139f3b15.yaml,d9da18dc259bfba0f64bdb0b208e142d9389b9d9cfa483d3452f41e71b922ec6,HTTPChaos,chaos-mesh.org/v1alpha1,nutrition,,valid_map,,"[""delay"", ""duration"", ""method"", ""mode"", ""path"", ""port"", ""selector"", ""target"", ""value""]","[""http_delay"", ""selector""]",[],[],0
raw_yaml\HTTPChaos\37eb9d0e8dfedde42451bd39.yaml,2ea33b557d618a04ca67755a812be279a5c1e266762587dfc14efcd40c51b9b0,HTTPChaos,chaos-mesh.org/v1alpha1,staging,http-delay-chaos,valid_map,,"[""delay"", ""duration"", ""mode"", ""path"", ""port"", ""selector"", ""target""]","[""http_delay"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\HTTPChaos\382289f982123be6c1339ab8.yaml,e3b1cd0032d31520418ee0b9e8f7a5c1c2b7ca7b3878a6d42624ab9191528814,HTTPChaos,chaos-mesh.org/v1alpha1,chaos-testing,portal-backend-http-abort,valid_map,,"[""abort"", ""duration"", ""method"", ""mode"", ""path"", ""port"", ""scheduler"", ""selector"", ""target""]","[""http_abort"", ""selector""]","[""temporal_or_composite""]",[],0
raw_yaml\HTTPChaos\39a3dd44015116c9979651c3.yaml,662486f44e89a5994dc9b75228583763a7b5e394f1c1d26a2be2531c5cdff553,HTTPChaos,chaos-mesh.org/v1alpha1,elevatediq-production,http-delay-chaos,valid_map,,"[""delay"", ""duration"", ""method"", ""mode"", ""path"", ""percent"", ""port"", ""selector"", ""target""]","[""http_delay"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\HTTPChaos\3a5bf1f414404f92a623a117.yaml,f9d51f84c5d980d908906f7858a243e3a051ea8768c31292bd29aaf64764d58e,HTTPChaos,chaos-mesh.org/v1alpha1,qbitel,http-abort-experiment,valid_map,,"[""abort"", ""duration"", ""mode"", ""path"", ""port"", ""selector"", ""target""]","[""http_abort"", ""selector""]",[],[],0
raw_yaml\HTTPChaos\3b6b3b3eeece909a5ec2e99b.yaml,de1aca82c09bfd5066ebd4f17525283bf41613a64f9779a12d5b0616a5eae44c,HTTPChaos,chaos-mesh.org/v1alpha1,chaos-mesh,http-error-ts-train,valid_map,,"[""duration"", ""mode"", ""port"", ""replace"", ""selector"", ""target""]","[""http_replace_response"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
raw_yaml\HTTPChaos\3bc38d496cc80a61839e954f.yaml,f71a7725f9bcf0d1c295e152625c62ff4e3f05d431febd3b53fbcbe75e3dd01a,HTTPChaos,chaos-mesh.org/v1alpha1,chaos-mesh,http-error-ts-auth,valid_map,,"[""duration"", ""mode"", ""port"", ""replace"", ""selector"", ""target""]","[""http_replace_response"", ""selector""]","[""namespace_or_selector_blast_radius""]",[],0
